DH_CARGA,SITUACAO,JORNADA,ESCOLARIDADE_ITEM,ESCOLARIDADE,DESCR_CARGO,GRUPO_CARGO,TIPO_CARGO,LOTACAO,LOTACAO_DESCR,REGIME_JUR,NUM_SERVIDORES
2018-12-11 19:33:05.023159,Ativo,30h,14,Doutorado,Fonoaudiólogo                                               ,Classe E (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Exercício Provisório,30h,10,Sup. Compl. ou Habilitação Legal Eq.,Odontólogo - 30 h                                           ,Classe E (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,30h,14,Doutorado,Odontólogo - 30 h                                           ,Classe E (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,30h,8,2 Grau Completo ou Técnico,Telefonista                                                 ,Classe C (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,30h,10,Sup. Compl. ou Habilitação Legal Eq.,Telefonista                                                 ,Classe C (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,30h,12,Especialização,Telefonista                                                 ,Classe C (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,3
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Administrador                                               ,Classe E (PCCTAE),Técnico-Administrativo em Educação,AUDITORIA,AUDITORIA INTERNA DA UFSM,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,14,Doutorado,PROFESSOR MAGISTÉRIO SUPERIOR - SUBSTITUTO                  ,Professor Ensino Superior,Docente,CCR,CENTRO DE CIÊNCIAS RURAIS,Substitutos e  Visitantes,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Químico                                                     ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,6,1 Grau Completo - Até 8 Série Completo,Recepcionista                                               ,Classe C (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Recepcionista                                               ,Classe C (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Secretário Executivo                                        ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,3
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Técnico em Assuntos Educacionais                            ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,3
2018-12-11 19:33:05.023159,Ativo,40h,8,2 Grau Completo ou Técnico,Técnico em Eletromecânica                                   ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,8,2 Grau Completo ou Técnico,Técnico em Enfermagem                                       ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,3
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Técnico em Enfermagem                                       ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Técnico em Enfermagem                                       ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Técnico em Meteorologia                                     ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Técnico em Meteorologia                                     ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Contador                                                    ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,3,1 Grau Incompleto até 4 Série Incompleta,Contramestre-Ofício                                         ,Classe C (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,8,2 Grau Completo ou Técnico,Cozinheiro                                                  ,Classe C (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Datilógrafo de Textos Gráficos                              ,Classe C (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Desenhista Técnico Especialidade                            ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Enfermeiro-Area                                             ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,14,Doutorado,Engenheiro Agrônomo                                         ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Engenheiro-Area                                             ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Engenheiro-Area                                             ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Farmacêutico                                                ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Farmacêutico                                                ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,8,2 Grau Completo ou Técnico,Carpinteiro                                                 ,Classe B (PCCTAE),Técnico-Administrativo em Educação,CCS,CENTRO DE CIÊNCIAS DA SAÚDE,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,14,Doutorado,Administrador                                               ,Classe E (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,3
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Analista de Tecnologia da Informação                        ,Classe E (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,7
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Analista de Tecnologia da Informação                        ,Classe E (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,11
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Analista de Tecnologia da Informação                        ,Classe E (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,23
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Auxiliar de Saúde                                           ,Classe C (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,3
2018-12-11 19:33:05.023159,Ativo,40h,5,1 Grau Incompleto 5 Série a 8 Incompleto,Auxiliar em Administração                                   ,Classe C (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,6,1 Grau Completo - Até 8 Série Completo,Auxiliar em Administração                                   ,Classe C (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,8,2 Grau Completo ou Técnico,Auxiliar em Administração                                   ,Classe C (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,5
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Auxiliar em Administração                                   ,Classe C (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,11
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Auxiliar em Administração                                   ,Classe C (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,6
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Auxiliar em Administração                                   ,Classe C (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo Transitório,40h,13,Mestrado,Auxiliar em Administração                                   ,Classe C (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,14,Doutorado,Assistente em Administração                                 ,Classe D (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Assistente Social                                           ,Classe E (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,3
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Assistente Social                                           ,Classe E (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,7
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Assistente Social                                           ,Classe E (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,4
2018-12-11 19:33:05.023159,Ativo,40h,7,2 Grau Incompleto,Atendente de Consultório-Area                               ,Classe B (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,14,Doutorado,Bibliotecário-Documentalista                                ,Classe E (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,5,1 Grau Incompleto 5 Série a 8 Incompleto,Bombeiro Hidráulico                                         ,Classe B (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Exercício Provisório,40h,6,1 Grau Completo - Até 8 Série Completo,CAIXA                                                       ,CLT,Técnico-Administrativo em Educação,REITORIA,REITORIA,CLT,1
2018-12-11 19:33:05.023159,Exercício Provisório,40h,8,2 Grau Completo ou Técnico,CAIXA                                                       ,CLT,Técnico-Administrativo em Educação,REITORIA,REITORIA,CLT,1
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,CARGO DE DIRECAO SEM VINCULO                                ,TEC/ADM - IFE (NS) - PUCRCE,Técnico-Administrativo em Educação,REITORIA,REITORIA,CD sem Vínculo,2
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,CARGO DE DIRECAO SEM VINCULO                                ,TEC/ADM - IFE (NS) - PUCRCE,Técnico-Administrativo em Educação,REITORIA,REITORIA,CD sem Vínculo,1
2018-12-11 19:33:05.023159,Ativo,40h,14,Doutorado,CARGO DE DIRECAO SEM VINCULO                                ,TEC/ADM - IFE (NS) - PUCRCE,Técnico-Administrativo em Educação,REITORIA,REITORIA,CD sem Vínculo,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Auxiliar em Administração                                   ,Classe C (PCCTAE),Técnico-Administrativo em Educação,CCNE,CENTRO DE CIÊNCIAS NATURAIS E EXATAS,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Bibliotecário-Documentalista                                ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CCNE,CENTRO DE CIÊNCIAS NATURAIS E EXATAS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Bibliotecário-Documentalista                                ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CCNE,CENTRO DE CIÊNCIAS NATURAIS E EXATAS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Biólogo                                                     ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CCNE,CENTRO DE CIÊNCIAS NATURAIS E EXATAS,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,14,Doutorado,Biólogo                                                     ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CCNE,CENTRO DE CIÊNCIAS NATURAIS E EXATAS,Regime Jurídico Único,5
2018-12-11 19:33:05.023159,Ativo,40h,8,2 Grau Completo ou Técnico,Técnico em Eletroeletrônica                                 ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CCNE,CENTRO DE CIÊNCIAS NATURAIS E EXATAS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Técnico em Mecânica                                         ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CCNE,CENTRO DE CIÊNCIAS NATURAIS E EXATAS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Administrador                                               ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,3
2018-12-11 19:33:05.023159,Ativo,40h,5,1 Grau Incompleto 5 Série a 8 Incompleto,Armazenista                                                 ,Classe B (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,7,2 Grau Incompleto,Assistente de Laboratório                                   ,Classe C (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,8,2 Grau Completo ou Técnico,Assistente de Laboratório                                   ,Classe C (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Assistente de Laboratório                                   ,Classe C (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,4
2018-12-11 19:33:05.023159,Ativo,40h,8,2 Grau Completo ou Técnico,Técnico em Contabilidade                                    ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CCNE,CENTRO DE CIÊNCIAS NATURAIS E EXATAS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Assistente em Administração                                 ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,14
2018-12-11 19:33:05.023159,Exercício Provisório,40h,12,Especialização,Assistente em Administração                                 ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Assistente em Administração                                 ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,4
2018-12-11 19:33:05.023159,Ativo,40h,14,Doutorado,Assistente em Administração                                 ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,6,1 Grau Completo - Até 8 Série Completo,Auxiliar de Agropecuária                                    ,Classe B (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,8,2 Grau Completo ou Técnico,Auxiliar de Agropecuária                                    ,Classe B (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,3
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Auxiliar de Agropecuária                                    ,Classe B (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Auxiliar de Agropecuária                                    ,Classe B (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Auxiliar de Agropecuária                                    ,Classe B (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,14,Doutorado,Farmacêutico                                                ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Jardineiro                                                  ,Classe B (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,PROFESSOR MAGISTÉRIO SUPERIOR - SUBSTITUTO                  ,Professor Ensino Superior,Docente,CE,CENTRO DE EDUCAÇÃO,Substitutos e  Visitantes,10
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Psicólogo-Área                                              ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CE,CENTRO DE EDUCAÇÃO,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Recreacionista                                              ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CE,CENTRO DE EDUCAÇÃO,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Recreacionista                                              ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CE,CENTRO DE EDUCAÇÃO,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Secretário Executivo                                        ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CE,CENTRO DE EDUCAÇÃO,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Técnico em Assuntos Educacionais                            ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CE,CENTRO DE EDUCAÇÃO,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Técnico em Assuntos Educacionais                            ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CE,CENTRO DE EDUCAÇÃO,Regime Jurídico Único,6
2018-12-11 19:33:05.023159,Ativo,40h,14,Doutorado,Técnico em Assuntos Educacionais                            ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CE,CENTRO DE EDUCAÇÃO,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Administrador                                               ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CEFD,CENTRO DE EDUCAÇÃO FÍSICA E DESPORTOS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,8,2 Grau Completo ou Técnico,Assistente em Administração                                 ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CEFD,CENTRO DE EDUCAÇÃO FÍSICA E DESPORTOS,Regime Jurídico Único,3
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Técnico em Anatomia e Necrópsia                             ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CCS,CENTRO DE CIÊNCIAS DA SAÚDE,Regime Jurídico Único,3
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Assistente em Administração                                 ,Classe D (PCCTAE),Técnico-Administrativo em Educação,FREDERICO,CAMPUS DA UNIVERSIDADE FEDERAL DE SANTA MARIA - FREDERICO WESTPHALEN,Regime Jurídico Único,4
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Assistente Social                                           ,Classe E (PCCTAE),Técnico-Administrativo em Educação,FREDERICO,CAMPUS DA UNIVERSIDADE FEDERAL DE SANTA MARIA - FREDERICO WESTPHALEN,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Assistente Social                                           ,Classe E (PCCTAE),Técnico-Administrativo em Educação,FREDERICO,CAMPUS DA UNIVERSIDADE FEDERAL DE SANTA MARIA - FREDERICO WESTPHALEN,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Técnico em Audiovisual                                      ,Classe D (PCCTAE),Técnico-Administrativo em Educação,FREDERICO,CAMPUS DA UNIVERSIDADE FEDERAL DE SANTA MARIA - FREDERICO WESTPHALEN,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Administrador                                               ,Classe E (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,3
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Administrador                                               ,Classe E (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,8,2 Grau Completo ou Técnico,Almoxarife                                                  ,Classe C (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Analista de Tecnologia da Informação                        ,Classe E (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,5,1 Grau Incompleto 5 Série a 8 Incompleto,Armazenista                                                 ,Classe B (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Arquivista                                                  ,Classe E (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Enfermeiro-Area                                             ,Classe E (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,3
2018-12-11 19:33:05.023159,Ativo,40h,11,Aperfeiçoamento,Enfermeiro-Area                                             ,Classe E (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Enfermeiro-Area                                             ,Classe E (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,85
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Enfermeiro-Area                                             ,Classe E (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,55
2018-12-11 19:33:05.023159,Ativo,40h,14,Doutorado,Enfermeiro-Area                                             ,Classe E (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,12
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Farmacêutico                                                ,Classe E (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,4
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Farmacêutico                                                ,Classe E (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,7
2018-12-11 19:33:05.023159,Ativo,40h,3,1 Grau Incompleto até 4 Série Incompleta,Servente de Limpeza                                         ,Classe A (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,5,1 Grau Incompleto 5 Série a 8 Incompleto,Servente de Limpeza                                         ,Classe A (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,3
2018-12-11 19:33:05.023159,Ativo,40h,6,1 Grau Completo - Até 8 Série Completo,Servente de Limpeza                                         ,Classe A (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Recepcionista                                               ,Classe C (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Recreacionista                                              ,Classe D (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Farmacêutico                                                ,Classe E (PCCTAE),Técnico-Administrativo em Educação,PALMEIRA,CAMPUS DE PALMEIRA DAS MISSÕES,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Nutricionista-Habilitação                                   ,Classe E (PCCTAE),Técnico-Administrativo em Educação,PALMEIRA,CAMPUS DE PALMEIRA DAS MISSÕES,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,11,Aperfeiçoamento,PROFESSOR MAGISTÉRIO SUPERIOR - SUBSTITUTO                  ,Professor Ensino Superior,Docente,PALMEIRA,CAMPUS DE PALMEIRA DAS MISSÕES,Substitutos e  Visitantes,1
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Vestiarista                                                 ,Classe A (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,1
